Curriculum ID,Curriculum Title,Domain ID,Domain Description,Active,Date Created,Curriculum Description,Force Incomplete,Item Type,Item ID,Item Revision Date,Revision Number,Item Title,Assignment Type,Initial Period (Item),Initial Number (Item),Initial Basis (Item),Retraining Period (Item),Retraining Number (Item),Retraining Basis (Item),Effective Date,Job Code ID,Job Description,Requirement (Requirements),Initial Period (Requirement),Initial Number (Requirement),Initial Basis (Requirement),Retraining Period (Requirement),Retraining Number (Requirement),Retraining Basis (Requirement),Requirement (Requirement Group),Initial Period (Requirement Group),Initial Number (Requirement Group),Initial Basis (Requirement Group),Retraining Period (Requirement Group),Retraining Number (Requirement Group),Retraining Basis (Requirement Group),Requirement (Group Requirements),Description,Document ID,Document Title,Review Flag,Sub-Curriculum ID,Sub-Curriculum Title,Sub-Curriculum Parent ID,Sub-Curriculum Level
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SOP-88116,7/25/2019 04:19 PM America/New York,3,Stability Profile at Pfizer Rocky Mount,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0307,11/15/2018 04:53 PM America/New York,3,CQ Chain of Custody: Sample and Document Flow,Required,Days,90,Event,Days,365,Event,12/5/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QADC_S7700_1010,5/28/2019 09:03 AM America/New York,5,Maintenance of Specifications,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0085,11/10/2016 12:00 AM America/New York,1,Record Retention,Required,Days,90,Event,Days,730,Event,11/30/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0064,12/22/2016 12:00 AM America/New York,1,Hi-Rise Sample Deduct Procedure,Required,Days,90,Event,Days,730,Event,1/18/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0061,6/6/2019 01:52 PM America/New York,2,"Preparation, Approval, and Use of SQ Testing Forms for Incoming Commodities and Use of Quality Histo",Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN-SOP-100636,8/13/2018 07:54 AM America/New York,1,Process Utility Monitoring Procedure,Required,Days,90,Event,Days,730,Event,9/5/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SOP-87185,8/8/2019 11:27 AM America/New York,5,Reference Standard Program,Required,Days,90,Event,Days,730,Event,8/28/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QATS_S6133_0034,7/30/2019 11:40 AM America/New York,3,Use and Maintenance of the Quality Auxiliary Form System,Required,Days,90,Event,Days,730,Event,8/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0015,9/30/2019 03:54 PM America/New York,3,Dress Code for Laboratory Areas,Required,Days,90,Event,Days,730,Event,10/14/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0322,1/7/2019 12:11 PM America/New York,3,"Preparation, Approval and Implementation of Analyst Notes",Required,Days,90,Event,Days,730,Event,1/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0015,8/30/2019 10:58 AM America/New York,2,Dress Code for Laboratory Areas,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QADC_S7700_1030,3/19/2019 06:26 PM America/New York,8,AS400 Process for Batch Records,Required,Days,90,Event,Days,730,Event,4/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0119,4/5/2018 11:47 AM America/New York,3,Preparation of Chemical Batch Records for API Testing Area,Required,Days,90,Event,Days,730,Event,4/25/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0190,4/2/2019 03:48 PM America/New York,6,"Terms, Clarifications and General Lab Practices and Techniques for the CQ Laboratories",Required,Days,90,Event,Days,730,Event,4/23/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0188,3/21/2018 05:29 PM America/New York,2,Laboratory Information Management System for Chemical Quality,Required,Days,90,Event,Days,730,Event,4/11/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QADC_S7700_1004,1/12/2018 07:55 AM America/New York,3,"Overview of Distributed Documents, rDocs Documents and File Audits",Required,Days,90,Event,Days,730,Event,1/31/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_DOC_SP,PGM-RMT-QACQ_DOC_SP: Rocky Mount CQ Documentation Specialist,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0155,7/10/2019 10:54 AM America/New York,3,Preparation of Chemical Testing Form for Solution Testing Area,Required,Days,90,Event,Days,730,Event,7/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ADMIN,PGM-RMT-QACQ_EMP3_ADMIN: Empower 3 Training for Project Administrator,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD009412,1/31/2013 02:06 PM America/New York,2,GLASS Empower 2154 and 3471 CDS Work Instruction for Periodic Reboots of LAC/E32 Acquisitions Server,Required,Days,90,Event,Days,730,Event,1/31/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ADMIN,PGM-RMT-QACQ_EMP3_ADMIN: Empower 3 Training for Project Administrator,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021944,3/8/2019 09:22 AM America/New York,7,Lab Ops Domain -  CDS Empower 3 Application Directive,Required,Days,90,Event,Days,730,Event,3/8/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ADMIN,PGM-RMT-QACQ_EMP3_ADMIN: Empower 3 Training for Project Administrator,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-GBL-IT-GLASS-CD021765,2/6/2013 02:56 PM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Overview Course,Required,Days,90,Event,,,,1/30/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ADMIN,PGM-RMT-QACQ_EMP3_ADMIN: Empower 3 Training for Project Administrator,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD009411,4/10/2019 09:25 AM America/New York,8,Lab Ops Domain - Empower 2154 and 3471 CDS Work Instruction for Project Management,Required,Days,90,Event,Days,730,Event,4/10/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-GBL-IT-GLASS-CD-024768,2/14/2014 02:01 PM America/New York,2,Lab Ops Domain Empower 3 Custom Fields and Reports Overview Session 1 Course,Required,Days,90,Event,,,,2/14/2014,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021767,1/30/2013 09:17 AM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Data Acquisition Course,Required,Days,90,Event,,,,1/30/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0335,9/10/2019 11:07 AM America/New York,4,Evaluation and Investigation of Trace Unidentified Chromatographic Peaks,Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-GBL-IT-GLASS-CD021765,2/6/2013 02:56 PM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Overview Course,Required,Days,90,Event,,,,1/30/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021766,4/29/2015 07:10 AM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Methods Overview Course,Required,Days,90,Event,,,,1/30/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD-024765,2/6/2017 10:28 AM America/New York,2,Lab Ops Domain - Empower 3 Custom Field and Report Reference Guide,Required,Days,90,Event,Days,730,Event,2/6/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021770,1/17/2013 10:51 AM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Reporting Results Course,Required,Days,90,Event,,,,1/17/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021944,3/8/2019 09:22 AM America/New York,7,Lab Ops Domain -  CDS Empower 3 Application Directive,Required,Days,90,Event,Days,730,Event,3/8/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-GBL-IT-GLASS-CD-024769,2/6/2017 10:29 AM America/New York,3,Lab Ops Domain Empower 3 Custom Fields and Reports Overview Session 2 Course,Required,Days,90,Event,,,,2/6/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0331,4/22/2019 12:58 PM America/New York,8,Empower 3 User Procedure,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_ANALYST,PGM-RMT-QACQ_EMP3_ANALYST: Empower 3 Training for Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021769,1/17/2013 03:24 PM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Data Processing and Review Course,Required,Days,90,Event,,,,1/17/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_GUEST,PGM-RMT-QACQ_EMP3_GUEST: Empower 3 Training for Guest,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-GBL-IT-GLASS-CD021765,2/6/2013 02:56 PM America/New York,1,PGS BT Laboratory Operations Domain GLASS Program-Empower 3 CDS Overview Course,Required,Days,90,Event,,,,1/30/2013,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_GUEST,PGM-RMT-QACQ_EMP3_GUEST: Empower 3 Training for Guest,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021944,3/8/2019 09:22 AM America/New York,7,Lab Ops Domain -  CDS Empower 3 Application Directive,Required,Days,90,Event,Days,730,Event,3/8/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_GUEST,PGM-RMT-QACQ_EMP3_GUEST: Empower 3 Training for Guest,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0331,4/22/2019 12:58 PM America/New York,8,Empower 3 User Procedure,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EMP3_INST,PGM-RMT-QACQ_EMP3_INST: Empower 3 Training for Site Instrument Coordinator,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-GBL-IT-GLASS-CD021764,10/1/2018 04:37 PM America/New York,19,Lab Ops Domain - Empower 3 Instrument Addition Reference Guide,Required,Days,90,Event,Days,730,Event,10/1/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EYELP,PGM-RMT-QACQ_EYELP:  Eye Loupe Use in Incoming Materials,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/8/2019,,No,OJT,PGM-RMT-QACQ-EYELP-SOJT,8/8/2019 12:00 PM America/New York,2,Eye Loupe Use in Incoming Materials,Required,Days,90,Event,,,,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EYELP,PGM-RMT-QACQ_EYELP:  Eye Loupe Use in Incoming Materials,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/8/2019,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_EYELP,PGM-RMT-QACQ_EYELP:  Eye Loupe Use in Incoming Materials,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/8/2019,,No,COURSE,PGM-RMT-QASQ_SOP-94586,8/15/2019 09:57 AM America/New York,4,IQ Inspection and Testing of Glass Commodities,Required,Days,90,Event,Days,730,Event,9/3/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0332,1/17/2019 12:11 PM America/New York,6,Operation of the FTIR in the Chemical Quality Lab,Required,Days,90,Event,Days,730,Event,2/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0338,6/23/2017 11:32 AM America/New York,1,Compendial Test Method Verification,Required,Days,90,Event,Days,730,Event,7/7/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0339,3/1/2018 02:38 PM America/New York,2,Transfer of Analytical Methods,Required,Days,90,Event,Days,730,Event,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-102360,5/1/2019 10:38 AM America/New York,5,Operation and Maintenance of the Agilent 7900 ICP-MS (Inductively Coupled Plasma Mass Spectrometer),Required,Days,90,Event,Days,730,Event,5/21/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0300,8/8/2019 12:03 PM America/New York,9,Use of Laboratory Notebooks in the CQ Laboratory,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0337,9/5/2017 12:00 PM America/New York,2,Validation of Analytical Methods for Equipment Cleaning,Required,Days,90,Event,Days,730,Event,9/27/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QACQ_GDP_DR_TQ,1/29/2019 12:00 AM America/New York,6,Data Review Training in the CQ Laboratory,Required,Days,90,Event,,,,2/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN-SOP-100636,8/13/2018 07:54 AM America/New York,1,Process Utility Monitoring Procedure,Required,Days,90,Event,Days,730,Event,9/5/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_GDP_DR_SG,8/12/2019 12:00 PM America/New York,6,Data Review Training in the CQ Laboratory,Required,Days,90,Event,,,,9/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0331,4/22/2019 12:58 PM America/New York,8,Empower 3 User Procedure,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0316,6/6/2019 02:59 PM America/New York,7,Operation and Maintenance of the Agilent 7700X ICP-MS (Inductively Coupled Plasma Mass Spectrometer),Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0304,8/8/2019 11:20 AM America/New York,6,Logbook Procedures in the Chemical Quality CQ Laboratories,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SOP-87318,9/5/2019 02:29 PM America/New York,8,Operation of the UV/VIS Spectrophotometers,Required,Days,90,Event,Days,730,Event,9/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0302,8/8/2019 04:23 PM America/New York,6,"Labeling and Expiration Dating of Laboratory Reagents, Solutions and Standard Solutions",Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0335,9/10/2019 11:07 AM America/New York,4,Evaluation and Investigation of Trace Unidentified Chromatographic Peaks,Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0219,8/8/2019 11:29 AM America/New York,9,Laboratory Testing and Data Review,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_GEN_SF_TRN,3/5/2019 12:00 PM America/New York,2,General Safety Training for the CQ Laboratories,Required,Days,30,Event,Days,365,Event,3/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SOP-88116,7/25/2019 04:19 PM America/New York,3,Stability Profile at Pfizer Rocky Mount,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA-SOP-100396,9/28/2017 08:31 AM America/New York,1,Laboratory Audit Trail Review,Required,Days,90,Event,Days,730,Event,9/29/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QACQ_GDP_DR,PGM-RMT-QACQ_GDP_DR: Data Review Training in the CQ Laboratory,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0160,5/15/2019 07:40 AM America/New York,6,Operation of the Perkin Elmer A.A. Spectrometer Model 800,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
